-43.312,-74.53699999999999
-38.111937,-57.84258605
-36.68644859,-56.68733326
-36.62027778,-64.29055556
-35.14731388,-70.08459296
-34.93780604,-57.88449978
-34.91281278,-56.17416611
-34.90613889,-56.19481424
-34.9033,-56.1882
-34.89613515,-56.17495409
-34.89438,-56.06009
-34.8833,-56.1667
-34.79673557,-56.067226500000004
-34.78059173,-55.83807395
-34.6231224,-58.38158489999999
-34.613815,-58.3705851
-34.6033,-58.3817
-34.60243988,-58.37190247
-34.60109181,-58.43124321
-34.60092674,-58.37386989
-34.595177,-58.380328000000006
-34.590709999999994,-58.387069999999994
-34.59055556,-58.39055556
-34.58770789,-58.38903911
-34.58228923,-58.43411558
-34.57858763,-58.42572221
-34.5765,-58.4382
-34.49191912,-58.52603394
-34.4836,-58.9319
-34.41965443,-58.7121098
-34.3956802,-58.7757834
-34.328784999999996,-58.98676999999999
-33.86045021,151.2100791
-33.86,151.211
-33.4674691,-70.6270238
-33.45,-70.6667
-33.444666999999995,-70.63885098
-33.430554,-70.57951246
-33.42784209,-70.62711164
-33.423858,-70.61798193
-33.41667222,-70.60930866
-33.41260935,-70.58679629
-33.41258973,-70.58717025
-33.41258953,-70.5871912
-33.41253336,-70.58729128
-33.40650341,-70.57599929
-33.40647172,-70.59974923
-33.3927868,-70.60093424
-33.34370004,-70.54465295
-33.138751899999995,-71.56204840000001
-32.6623347,-70.72557929999999
-31.4,-64.1833
-27.783333000000002,-64.266667
-26.957499300000002,-48.6316602
-26.92741605,-48.63333132
-25.36886578,-57.63324735
-24.3861075,-65.0978188
-23.297535999999997,-45.973123
-22.982806,-43.411684
-22.9723847,-43.18729339
-22.961154800000003,-43.05815308
-22.92027778,-43.685
-17.8,-63.1667
-17.6502991,-71.33298559999999
-16.39800128,-71.53656795
-16.38997375,-71.55011965
-16.373292199999998,-71.55600720000001
-13.9727634,-75.23364272
-13.522561900000001,-71.9535412
-13.5183,-71.9781
-13.45,-76.1333
-13.178219400000001,-74.2217844
-13.073879,-76.383374
-12.78412846,-76.59064832
-12.388729,-76.77982355
-12.32987118,-76.83143087
-12.237836,-76.867335
-12.23436185,-76.86569363
-12.2340916,-76.86543809999999
-12.22686777,-76.97042982
-12.2130585,-76.9562494
-12.1922815,-76.9989147
-12.192226300000002,-76.99891559999999
-12.1922254,-76.99892890000001
-12.172118199999998,-76.99297940000001
-12.160895300000002,-76.9864281
-12.1536844,-77.01591859999999
-12.15295502,-77.02244282
-12.15,-77.0333
-12.14576949,-77.02158858
-12.13263469,-76.99750573
-12.13224413,-76.99667685
-12.13198098,-76.99657132
-12.13189349,-77.03042507
-12.13143385,-76.99626395
-12.12958585,-77.02239990000001
-12.1288743,-77.0295943
-12.12873461,-77.03289781
-12.1286024,-76.994807
-12.12833762,-76.996243
-12.12814744,-77.00132252
-12.12509806,-77.03355256
-12.1218656,-77.03048944
-12.1212689,-77.03187659999999
-12.1207952,-77.03546170000001
-12.12072356,-77.03212786
-12.12064829,-77.03228763
-12.11981391,-77.02668181
-12.1194875,-77.0420199
-12.11911731,-77.03192711
-12.11406198,-77.04176046
-12.11102438,-77.03747116
-12.110349000000001,-77.0373284
-12.10992946,-76.97465658
-12.1091499,-77.0369873
-12.10897312,-76.93549788
-12.10691376,-77.03809251
-12.1044224,-76.96973919999999
-12.10320012,-77.03209797
-12.102574699999998,-77.036975
-12.102388099999999,-77.02768359999999
-12.10159101,-76.97090408
-12.1014211,-77.0279749
-12.09813751,-77.03626573
-12.097872,-77.016515
-12.097244900000002,-77.02195859999999
-12.0969522,-77.03361729
-12.0959783,-77.0470016
-12.0959472,-77.0384038
-12.0939136,-77.02145329999999
-12.093112300000001,-77.0790208
-12.092979,-77.0789759
-12.0929206,-77.0090802
-12.092853,-77.061277
-12.09029679,-77.05231156
-12.0902704,-77.0425993
-12.089261800000001,-77.0420824
-12.0892287,-77.04333079999999
-12.08817859,-77.03405041
-12.08722,-77.04754
-12.0869237,-77.0549817
-12.0857778,-76.97677528
-12.0854243,-77.0253208
-12.085,-77.0361
-12.084096800000001,-77.03958259999999
-12.083563400000001,-77.01979890000001
-12.083461199999999,-77.0532532
-12.0833,-77.1333
-12.08214632,-77.04789553
-12.0811715,-77.000277
-12.081087199999999,-77.0001267
-12.081016,-77.03635007
-12.08098684,-76.94714856
-12.079725999999999,-77.0686359
-12.0796981,-77.0686423
-12.079645800000002,-77.0686352
-12.079383400000001,-77.0005939
-12.079094900000001,-77.0003596
-12.0790931,-77.00035030000001
-12.07835113,-77.08357573
-12.0773469,-77.0509665
-12.07512607,-77.03390379
-12.074113800000001,-76.9792926
-12.0740394,-77.099968
-12.0740014,-77.0999364
-12.07298514,-75.22833891
-12.070763000000001,-77.05966846
-12.06935559,-77.16256169
-12.06876957,-77.03567579999999
-12.0684558,-77.0604939
-12.067689999999999,-77.01351
-12.0675502,-77.0805459
-12.06639878,-76.98158768
-12.06538165,-76.98959479
-12.0646913,-77.0594595
-12.064649699999999,-77.0595045
-12.06195664,-77.03545603
-12.061806599999999,-77.02136209999999
-12.05993928,-77.14703675
-12.0557408,-77.08113420000001
-12.05566561,-77.10218955
-12.0556492,-77.08104420000001
-12.055156199999999,-77.08039090000001
-12.0550119,-77.0805047
-12.0550105,-77.08050340000001
-12.054941099999999,-77.0805047
-12.0549042,-77.0806764
-12.0548921,-77.0806678
-12.0548576,-77.08031
-12.054857400000001,-77.08059940000001
-12.0548465,-77.0803114
-12.0548425,-77.0803086
-12.0548388,-77.08030500000001
-12.054833300000002,-77.080285
-12.054738699999998,-77.0802892
-12.054672300000002,-77.080202
-12.054648,-77.08021690000001
-12.0546395,-77.0803042
-12.054560400000002,-77.0800608
-12.0545157,-77.0800478
-12.0544786,-77.08004509999999
-12.0543886,-77.0799097
-12.054346,-77.07985759999998
-12.054277699999998,-77.0797901
-12.049790400000001,-77.0301055
-12.04774284,-77.02579505
-12.04721864,-77.04010591
-12.044019500000001,-77.0856385
-12.0436,-77.0212
-12.0433,-77.0283
-12.0423181,-76.9617708
-12.0236965,-77.10803421
-12.0235413,-77.09920840000001
-12.02263641,-77.10814476
-12.02194444,-77.11444444
-12.019591199999999,-77.1011578
-12.01680842,-77.11661186
-12.00721051,-77.05995083
-12.00693603,-77.0588864
-12.00659908,-77.05927684
-12.0044234,-77.1147172
-12.00183424,-76.99813452
-12.0001182,-76.9000852
-12.0,-77.07158647
-11.99047343,-77.06322871
-11.990082800000001,-77.07699740000001
-11.976273800000001,-77.00058390000001
-11.9602262,-77.0517796
-11.960225999999999,-77.0517796
-11.95987998,-76.98217857
-11.94782102,-77.06130342
-11.947685,-77.061084
-11.9468286,-77.0607916
-11.94594595,-77.07458553
-11.944213900000001,-77.1314734
-11.90990991,-77.06434606
-11.9085349,-77.1304945
-11.9084351,-77.1302249
-11.8905167,-77.02211329999999
-11.8839805,-77.03751109999999
-11.8753465,-77.06076740000002
-11.854697,-77.11972309999999
-11.854522300000001,-77.1195488
-11.8545222,-77.11955440000001
-11.854516699999998,-77.11952729999999
-11.854510099999999,-77.1195236
-11.8544864,-77.1195695
-11.8544344,-77.11962790000001
-11.8544335,-77.11961720000001
-11.8544294,-77.11952729999999
-10.749803199999999,-77.7655733
-9.0656129,-78.5942943
-8.130664999999999,-79.03754
-8.11237,-79.03
-8.0811854,-79.121685
-6.7956050999999995,-79.83335079999999
